partyfacts_id,party_id,country_id.x,party,cee,ches_id,family,cmp_id,parlgov_id,manichean,indivisble,generalwill,peoplecentrism,antielitism,complex,emotional,lroverall,lrecon,immigration,eu,nativism,laworder,lifestyle,intradem,personalised,nr_experts,mean_expert_response,populism,dataset_party_id.x,dataset_party_id.y,v2paenname,v2paorname,v2pashname,v2paid,party_gaps,pf_url,country_name,histname,country_id.y,country_text_id,year,historical_date,codingstart,gapstart,gapend,codingend,project,COWcode,gap_index,v2xpa_antiplural,v2xpa_antiplural_codelow,v2xpa_antiplural_codehigh,v2xpa_popul,v2xpa_popul_codelow,v2xpa_popul_codehigh,v2paseatshare,v2panumbseat,v2patotalseat,v2pavote,v2paallian,v2panaallian,v2pavallian,v2panoallian,v2paelcont,v2paelcont_nr,v2pagovsup,v2papariah,v2papariah_codelow,v2papariah_codehigh,v2papariah_sd,v2papariah_osp,v2papariah_osp_codelow,v2papariah_osp_codehigh,v2papariah_osp_sd,v2papariah_ord,v2papariah_ord_codelow,v2papariah_ord_codehigh,v2papariah_mean,v2papariah_nr,v2paanteli,v2paanteli_codelow,v2paanteli_codehigh,v2paanteli_sd,v2paanteli_osp,v2paanteli_osp_codelow,v2paanteli_osp_codehigh,v2paanteli_osp_sd,v2paanteli_ord,v2paanteli_ord_codelow,v2paanteli_ord_codehigh,v2paanteli_mean,v2paanteli_nr,v2papeople,v2papeople_codelow,v2papeople_codehigh,v2papeople_sd,v2papeople_osp,v2papeople_osp_codelow,v2papeople_osp_codehigh,v2papeople_osp_sd,v2papeople_ord,v2papeople_ord_codelow,v2papeople_ord_codehigh,v2papeople_mean,v2papeople_nr,v2paopresp,v2paopresp_codelow,v2paopresp_codehigh,v2paopresp_sd,v2paopresp_osp,v2paopresp_osp_codelow,v2paopresp_osp_codehigh,v2paopresp_osp_sd,v2paopresp_ord,v2paopresp_ord_codelow,v2paopresp_ord_codehigh,v2paopresp_mean,v2paopresp_nr,v2paplur,v2paplur_codelow,v2paplur_codehigh,v2paplur_sd,v2paplur_osp,v2paplur_osp_codelow,v2paplur_osp_codehigh,v2paplur_osp_sd,v2paplur_ord,v2paplur_ord_codelow,v2paplur_ord_codehigh,v2paplur_mean,v2paplur_nr,v2paminor,v2paminor_codelow,v2paminor_codehigh,v2paminor_sd,v2paminor_osp,v2paminor_osp_codelow,v2paminor_osp_codehigh,v2paminor_osp_sd,v2paminor_ord,v2paminor_ord_codelow,v2paminor_ord_codehigh,v2paminor_mean,v2paminor_nr,v2paviol,v2paviol_codelow,v2paviol_codehigh,v2paviol_sd,v2paviol_osp,v2paviol_osp_codelow,v2paviol_osp_codehigh,v2paviol_osp_sd,v2paviol_ord,v2paviol_ord_codelow,v2paviol_ord_codehigh,v2paviol_mean,v2paviol_nr,v2paimmig,v2paimmig_codelow,v2paimmig_codehigh,v2paimmig_sd,v2paimmig_osp,v2paimmig_osp_codelow,v2paimmig_osp_codehigh,v2paimmig_osp_sd,v2paimmig_ord,v2paimmig_ord_codelow,v2paimmig_ord_codehigh,v2paimmig_mean,v2paimmig_nr,v2palgbt,v2palgbt_codelow,v2palgbt_codehigh,v2palgbt_sd,v2palgbt_osp,v2palgbt_osp_codelow,v2palgbt_osp_codehigh,v2palgbt_osp_sd,v2palgbt_ord,v2palgbt_ord_codelow,v2palgbt_ord_codehigh,v2palgbt_mean,v2palgbt_nr,v2paculsup,v2paculsup_codelow,v2paculsup_codehigh,v2paculsup_sd,v2paculsup_osp,v2paculsup_osp_codelow,v2paculsup_osp_codehigh,v2paculsup_osp_sd,v2paculsup_ord,v2paculsup_ord_codelow,v2paculsup_ord_codehigh,v2paculsup_mean,v2paculsup_nr,v2parelig,v2parelig_codelow,v2parelig_codehigh,v2parelig_sd,v2parelig_osp,v2parelig_osp_codelow,v2parelig_osp_codehigh,v2parelig_osp_sd,v2parelig_ord,v2parelig_ord_codelow,v2parelig_ord_codehigh,v2parelig_mean,v2parelig_nr,v2pagender,v2pagender_codelow,v2pagender_codehigh,v2pagender_sd,v2pagender_osp,v2pagender_osp_codelow,v2pagender_osp_codehigh,v2pagender_osp_sd,v2pagender_ord,v2pagender_ord_codelow,v2pagender_ord_codehigh,v2pagender_mean,v2pagender_nr,v2pawomlab,v2pawomlab_codelow,v2pawomlab_codehigh,v2pawomlab_sd,v2pawomlab_osp,v2pawomlab_osp_codelow,v2pawomlab_osp_codehigh,v2pawomlab_osp_sd,v2pawomlab_ord,v2pawomlab_ord_codelow,v2pawomlab_ord_codehigh,v2pawomlab_mean,v2pawomlab_nr,v2pariglef,v2pariglef_codelow,v2pariglef_codehigh,v2pariglef_sd,v2pariglef_osp,v2pariglef_osp_codelow,v2pariglef_osp_codehigh,v2pariglef_osp_sd,v2pariglef_ord,v2pariglef_ord_codelow,v2pariglef_ord_codehigh,v2pariglef_mean,v2pariglef_nr,v2pawelf,v2pawelf_codelow,v2pawelf_codehigh,v2pawelf_sd,v2pawelf_osp,v2pawelf_osp_codelow,v2pawelf_osp_codehigh,v2pawelf_osp_sd,v2pawelf_ord,v2pawelf_ord_codelow,v2pawelf_ord_codehigh,v2pawelf_mean,v2pawelf_nr,v2paclient,v2paclient_codelow,v2paclient_codehigh,v2paclient_sd,v2paclient_osp,v2paclient_osp_codelow,v2paclient_osp_codehigh,v2paclient_osp_sd,v2paclient_ord,v2paclient_ord_codelow,v2paclient_ord_codehigh,v2paclient_mean,v2paclient_nr,v2pasalie_0,v2pasalie_nr,v2pasalie_1,v2pasalie_10,v2pasalie_11,v2pasalie_12,v2pasalie_13,v2pasalie_14,v2pasalie_15,v2pasalie_16,v2pasalie_17,v2pasalie_2,v2pasalie_3,v2pasalie_4,v2pasalie_5,v2pasalie_6,v2pasalie_7,v2pasalie_8,v2pasalie_9,v2palocoff,v2palocoff_codelow,v2palocoff_codehigh,v2palocoff_sd,v2palocoff_osp,v2palocoff_osp_codelow,v2palocoff_osp_codehigh,v2palocoff_osp_sd,v2palocoff_ord,v2palocoff_ord_codelow,v2palocoff_ord_codehigh,v2palocoff_mean,v2palocoff_nr,v2paactcom,v2paactcom_codelow,v2paactcom_codehigh,v2paactcom_sd,v2paactcom_osp,v2paactcom_osp_codelow,v2paactcom_osp_codehigh,v2paactcom_osp_sd,v2paactcom_ord,v2paactcom_ord_codelow,v2paactcom_ord_codehigh,v2paactcom_mean,v2paactcom_nr,v2pasoctie,v2pasoctie_codelow,v2pasoctie_codehigh,v2pasoctie_sd,v2pasoctie_osp,v2pasoctie_osp_codelow,v2pasoctie_osp_codehigh,v2pasoctie_osp_sd,v2pasoctie_ord,v2pasoctie_ord_codelow,v2pasoctie_ord_codehigh,v2pasoctie_mean,v2pasoctie_nr,v2panom,v2panom_codelow,v2panom_codehigh,v2panom_sd,v2panom_osp,v2panom_osp_codelow,v2panom_osp_codehigh,v2panom_osp_sd,v2panom_ord,v2panom_ord_codelow,v2panom_ord_codehigh,v2panom_mean,v2panom_nr,v2padisa,v2padisa_codelow,v2padisa_codehigh,v2padisa_sd,v2padisa_osp,v2padisa_osp_codelow,v2padisa_osp_codehigh,v2padisa_osp_sd,v2padisa_ord,v2padisa_ord_codelow,v2padisa_ord_codehigh,v2padisa_mean,v2padisa_nr,v2paind,v2paind_codelow,v2paind_codehigh,v2paind_sd,v2paind_osp,v2paind_osp_codelow,v2paind_osp_codehigh,v2paind_osp_sd,v2paind_ord,v2paind_ord_codelow,v2paind_ord_codehigh,v2paind_mean,v2paind_nr,v2pafunds_0,v2pafunds_nr,v2pafunds_1,v2pafunds_2,v2pafunds_3,v2pafunds_4,v2pafunds_5,v2pafunds_6,v2pafunds_7,v2pagroup_0,v2pagroup_nr,v2pagroup_1,v2pagroup_10,v2pagroup_11,v2pagroup_12,v2pagroup_13,v2pagroup_14,v2pagroup_2,v2pagroup_3,v2pagroup_4,v2pagroup_5,v2pagroup_6,v2pagroup_7,v2pagroup_8,v2pagroup_9,CHES_ID,ep_antielite_salience,ep_galtan,ep_corrupt_salience,ep_galtan_salience,ep_members_vs_leadership,ep_v6_lib_cons,ep_people_vs_elite,ep_v7_lib_cons_saliency,ep_type_populism,ep_type_populist_values,ep_v8_popul_rhetoric,ep_v9_popul_saliency,e_regiongeo,e_regionpol,e_regionpol_6C,GPS_ID
4,1503,15,SF,0,707,8,53951,2217,7.099999904632568,4.777777671813965,5.777777671813965,6.800000190734863,7.800000190734863,3.5,7.199999809265137,3.4000000953674316,3,5.75,4.199999809265137,5.300000190734863,4.099999904632568,6.199999809265137,3.4000000953674316,8.199999809265137,10,9.75,6.233097076416016,53951,4,Sinn Fein (Provisional),,SF,4,,https://partyfacts.herokuapp.com/data/partycodes/4/,Ireland,Ireland [independence recognized],81,IRL,2016,2016-06-24,1921,NA,NA,2016,0,205,1871,0.21,0.148,0.288,0.876,0.823,0.946,14.6,23,158,13.9,0,,NA,NA,0,4,3,-3.113,-3.769,-2.216,0.783,0.213,0,0.357,0.271,0,0,0,0.25,4,2.448,1.825,2.999,0.611,3.535,3.307,3.895,0.319,4,4,4,3.5,4,1.839,1.051,2.558,0.771,3.577,3.381,3.999,0.366,4,4,4,3.25,4,1.693,1.063,2.372,0.685,3.308,3.03,3.689,0.33,3,3,4,3.25,4,0.871,0.416,1.245,0.446,3.39,3.192,3.629,0.222,3,3,4,3.5,4,0.913,0.417,1.329,0.476,2.948,2.6,3.256,0.326,3,3,3,2.75,4,0.045,-0.331,0.374,0.37,2.943,2.681,3.213,0.279,3,3,3,3.25,4,1.27,0.802,1.709,0.465,2.619,2.401,2.841,0.224,3,3,3,3,3,3.124,2.359,3.71,0.683,3.522,3.312,3.893,0.3,4,3,4,3.75,4,0.96,0.622,1.351,0.383,2.585,2.328,2.843,0.264,3,2,3,2.75,4,0.646,0.042,1.23,0.636,3.437,3.17,3.785,0.317,4,3,4,3.5,4,1.12,0.653,1.576,0.473,1.999,1.647,2.29,0.326,2,2,2,2.5,4,2.359,1.578,3.031,0.74,3.697,3.569,3.999,0.233,4,4,4,3.75,4,-2.227,-2.632,-1.682,0.491,1.173,0.888,1.485,0.301,1,1,1,0.75,4,0.458,-0.069,0.967,0.55,3.409,2.931,3.867,0.488,4,3,4,3.25,4,-1.649,-2.185,-0.944,0.623,0.495,0.112,0.708,0.309,0,0,1,0.75,4,0.5,4,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0.5,2.171,1.449,2.788,0.692,3.684,3.521,3.999,0.282,4,4,4,3.75,4,0.694,0.362,1.022,0.348,2.391,2.078,2.64,0.291,2,2,3,2.75,4,-0.081,-0.653,0.374,0.536,1.906,1.462,2.257,0.408,2,2,2,1.5,4,1.313,0.782,1.873,0.553,1.867,1.544,2.21,0.337,2,2,2,1.75,4,2.857,1.967,3.541,0.804,3.968,3.931,4,0.116,4,4,4,4,4,-1.769,-2.337,-1.146,0.627,0.393,0.022,0.552,0.289,0,0,0,0.25,4,1,4,0.25,0,0,0.75,0,0,0,0,4,0,0.25,0,0,0,0.5,0,0,0,0,0,0,0.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,NA
29,2802,28,SPPS,0,3602,5,43320,35,4.800000190734863,3.0999999046325684,4.222222328186035,6.199999809265137,5.099999904632568,5.333333492279053,6,2.200000047683716,2,7.199999809265137,8.100000381469727,1,2.299999952316284,9,7.857142925262451,4.400000095367432,10,9.6875,3.8219172954559326,43320,29,Social Democratic Party of Switzerland,French: Parti Socialiste Suisse,SP,29,,https://partyfacts.herokuapp.com/data/partycodes/29/,Switzerland,Swiss Confederation,6,CHE,2019,2019-10-20,1902,NA,NA,2019,0,225,89,0.082,0.035,0.163,0.559,0.471,0.644,19.5,39,200,16.8,0,,NA,NA,0,5,1,1.622,0.721,2.28,0.805,2.908,2.829,3,0.158,3,3,3,3,3,0.417,0.02,0.902,0.455,1.914,1.579,2.373,0.4,2,2,2,2,3,0.711,-0.083,1.395,0.772,2.812,2.356,3.499,0.572,3,2,3,2.5,2,1.86,1.036,2.53,0.785,3.394,3.071,3.785,0.345,3,3,4,3.5,2,1.65,0.839,2.335,0.767,3.738,3.618,4,0.247,4,4,4,4,2,0.126,-0.372,0.684,0.557,2.33,1.878,2.776,0.459,3,2,3,2.5,2,1.71,0.798,2.312,0.767,3.827,3.712,4,0.214,4,4,4,4,2,3.573,2.7,4.307,0.807,3.707,3.557,4,0.262,4,4,4,4,2,3.059,2.278,3.866,0.819,3.491,3.305,3.993,0.363,4,3,4,4,1,2.88,2.003,3.601,0.805,3.72,3.575,4,0.29,4,4,4,4,2,1.599,0.636,2.225,0.797,3.826,3.701,4,0.211,4,4,4,4,2,3.522,2.701,4.278,0.819,3.595,3.382,3.997,0.357,4,3,4,4,1,2.684,1.975,3.503,0.779,3.802,3.68,4,0.214,4,4,4,4,2,-2.36,-2.964,-1.771,0.608,1.092,0.72,1.442,0.361,1,1,1,0.5,2,1.938,1.172,2.583,0.712,4.511,4.308,4.975,0.371,5,4,5,4.5,2,-2.081,-2.668,-1.075,0.817,0.292,0,0.464,0.304,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.441,1.696,3.184,0.762,3.787,3.641,4,0.275,4,4,4,4,2,1.941,1.27,2.639,0.687,3.351,3.051,3.864,0.412,3,3,4,3.5,2,0.71,0.214,1.288,0.57,2.502,2.154,2.918,0.396,3,2,3,2.5,2,1.37,0.656,2.062,0.724,1.901,1.475,2.341,0.434,2,2,2,2,2,-2.13,-2.814,-1.172,0.821,0.937,0.35,1.353,0.505,1,1,1,1,1,-2.177,-2.799,-1.28,0.788,0.216,0,0.369,0.288,0,0,0,0,2,0,2,1,0.5,0.5,1,0,0,0.5,0,2,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,1,3602,2.636,1.364,2.3,7.182,4.545,NA,6.455,NA,NA,NA,NA,NA,1,5,5,148
36,201,2,NVA,0,110,8,21916,501,7.461538314819336,6.5714287757873535,6.285714149475098,4.769230842590332,5.714285850524902,3.5,8.214285850524902,7.9285712242126465,8.214285850524902,1.7857142686843872,4.357142925262451,7.692307472229004,8.571428298950195,3.642857074737549,4.230769157409668,9,14,13.75,5.749244213104248,21916,36,New Flemish Alliance,,N-VA,36,,https://partyfacts.herokuapp.com/data/partycodes/36/,Belgium,Kingdom of Belgium,148,BEL,2019,2019-05-26,1900,NA,NA,2019,0,211,2981,0.072,0.031,0.145,0.537,0.469,0.618,16.7,25,150,16,0,,NA,NA,0,5,3,1.648,0.693,2.226,0.799,2.91,2.824,3,0.146,3,3,3,3,4,0.45,0.052,0.975,0.476,1.951,1.559,2.383,0.419,2,2,2,2,3,0.314,-0.14,0.738,0.449,2.476,2.095,2.837,0.373,3,2,3,2.5,2,0.972,0.234,1.546,0.677,2.913,2.517,3.319,0.407,3,3,3,3,2,1.679,0.8,2.276,0.756,3.75,3.61,4,0.228,4,4,4,4,3,1,0.512,1.379,0.474,3.01,2.681,3.295,0.311,3,3,3,3.5,2,1.578,0.79,2.312,0.779,3.793,3.668,4,0.238,4,4,4,4,2,-2.104,-2.793,-1.494,0.663,1.125,0.708,1.439,0.354,1,1,1,1,2,0.989,0.496,1.627,0.569,2.34,2.029,2.568,0.283,2,2,2,2.5,2,-1.815,-2.376,-1.171,0.62,0.688,0.327,1.017,0.336,1,0,1,0.5,2,1.551,0.641,2.154,0.775,3.81,3.688,4,0.214,4,4,4,4,2,1.621,1.018,2.246,0.644,2.364,1.982,2.875,0.45,2,2,3,2.5,2,1.559,0.897,2.16,0.655,3.357,3.077,3.65,0.288,3,3,4,3.5,2,2.173,1.606,2.663,0.553,4.735,4.417,5.105,0.362,5,5,5,5,3,0.46,-0.155,1.005,0.615,3.406,2.855,3.917,0.531,4,3,4,4,2,-2.26,-3.101,-1.567,0.784,0.225,0,0.354,0.259,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.5,1.449,0.743,2.132,0.722,3.276,2.909,3.824,0.454,3,3,4,2.5,2,2.124,1.475,2.81,0.7,3.465,3.245,3.941,0.388,4,3,4,3.5,2,-1.219,-1.722,-0.577,0.597,1.017,0.673,1.514,0.411,1,1,1,1,3,1.84,1.28,2.497,0.615,2.194,1.8,2.581,0.385,2,2,2,2.333,3,-0.333,-0.892,0.292,0.61,2.326,1.848,2.864,0.505,2,2,3,2.5,2,-1.032,-1.587,-0.444,0.626,0.87,0.447,1.313,0.416,1,0,1,1,2,1,3,0,0,0,0,0,0,0,0,2,0,0,0.5,1,0,0.5,0,0.5,0,0,0,0,0,0,110,5.909,6.091,2.273,5.417,8.091,NA,4.3,NA,NA,NA,NA,NA,1,5,5,54
42,1403,14,Jobbik,1,2308,1,86710,600,7.5714287757873535,7,7.153846263885498,7.153846263885498,7.4285712242126465,3.384615421295166,8.230769157409668,8.384614944458008,3.7857143878936768,1.1428571939468384,3.2142856121063232,9.071428298950195,8.285714149475098,1.5714285373687744,4.7272725105285645,6.714285850524902,14,13.4375,7.326305866241455,86710,42,Movement for a Better Hungary,,Jobbik,42,,https://partyfacts.herokuapp.com/data/partycodes/42/,Hungary,Hungary,210,HUN,2018,2018-04-08,1920,NA,NA,2018,0,310,4249,0.577,0.505,0.643,0.726,0.678,0.784,13.2,26,197,19.1,0,,NA,NA,0,8,3,-0.589,-0.972,-0.098,0.444,1.828,1.543,2.169,0.317,2,2,2,2,8,2.344,1.864,2.798,0.487,3.477,3.207,3.743,0.271,4,3,4,3,8,0.366,0.007,0.676,0.346,2.525,2.251,2.815,0.288,3,2,3,2.625,8,-1.438,-2.003,-0.998,0.507,1.068,0.641,1.405,0.376,1,1,1,1.571,7,0.594,0.286,0.872,0.302,3.234,3.062,3.406,0.174,3,3,3,3.375,8,-1.267,-1.674,-0.915,0.39,1.133,0.83,1.419,0.295,1,1,1,1.25,8,-0.082,-0.381,0.247,0.328,2.843,2.626,3.124,0.26,3,3,3,3.125,8,-3.055,-3.546,-2.374,0.584,0.594,0.308,0.89,0.282,1,0,1,0.25,8,-2.147,-2.463,-1.747,0.375,0.662,0.487,0.922,0.213,1,0,1,0.25,8,-1.894,-2.285,-1.485,0.416,0.64,0.428,0.879,0.226,1,0,1,0.625,8,-0.756,-1.007,-0.494,0.264,2.489,2.321,2.725,0.21,3,3,3,2.25,8,-1.388,-1.822,-0.827,0.51,0.807,0.645,1.009,0.191,1,1,1,0.875,8,-1.663,-2.003,-1.226,0.402,1.831,1.654,2.018,0.192,2,2,2,1.875,8,0.005,-0.482,0.388,0.441,2.946,2.499,3.294,0.4,3,3,3,2.75,8,1.03,0.559,1.538,0.511,3.889,3.557,4.322,0.401,4,4,4,3.75,8,-0.999,-1.339,-0.516,0.429,0.902,0.589,1.179,0.296,1,1,1,1.125,8,0.625,8,0.5,0.375,0,0,0,0.25,0.75,0,0,0.125,0.375,0.25,0.25,0.5,0,0,0.25,0.882,0.564,1.235,0.342,2.843,2.595,3.146,0.275,3,3,3,2.75,8,0.922,0.528,1.224,0.354,2.579,2.284,2.869,0.292,3,2,3,2.5,8,-0.441,-0.821,-0.087,0.377,1.614,1.318,1.899,0.293,2,1,2,1.625,8,-0.278,-0.716,0.115,0.423,1.051,0.872,1.219,0.181,1,1,1,1.125,8,-1.951,-2.373,-1.43,0.483,1.047,0.761,1.38,0.315,1,1,1,1.25,8,0.134,-0.224,0.476,0.356,1.885,1.595,2.222,0.319,2,2,2,1.875,8,1,8,0.25,0,0,0.25,0,0,0,0.25,8,0,0.5,0.375,0,0,0.125,0,0,0,0,0,0,0.375,0.375,2308,NA,NA,NA,NA,NA,8.625,NA,8.692,4,4,8.417,7.923,4,1,1,408
45,1904,19,D66,0,1004,3,22330,345,3.3333332538604736,1.307692289352417,1.75,3.615384578704834,1.5384615659713745,7.583333492279053,5.25,5.583333492279053,6.615384578704834,6.615384578704834,9.076923370361328,1.5,3.076923131942749,9.230769157409668,7.833333492279053,5.692307472229004,13,12.5625,0.3921138346195221,22330,45,Democrats 66,,D66,45,"1972-1976, 1982-1985, 2003-2009",https://partyfacts.herokuapp.com/data/partycodes/45/,Netherlands,Kingdom of the Netherlands,91,NLD,2017,2017-03-15,1901,NA,NA,2017,0,210,2126,0.032,0.014,0.081,0.075,0.011,0.109,12.7,19,150,12.2,0,,NA,NA,0,4,1,1.703,1.001,2.475,0.755,2.919,2.857,3,0.147,3,3,3,3,3,-1.891,-2.542,-1.258,0.663,0.274,0.003,0.404,0.252,0,0,0,0.25,4,-2.404,-2.974,-1.598,0.698,0.523,0.104,0.749,0.315,0,0,1,0.333,3,1.088,0.678,1.443,0.405,2.983,2.788,3.229,0.232,3,3,3,3.333,3,1.696,0.945,2.348,0.739,3.758,3.636,4,0.216,4,4,4,4,4,2.452,1.663,3.224,0.794,3.772,3.634,3.999,0.257,4,4,4,4,3,1.717,0.828,2.254,0.735,3.831,3.722,4,0.193,4,4,4,4,4,2.683,2.094,3.175,0.556,3.322,3.032,3.558,0.257,3,3,3,3.5,4,2.477,1.778,3.103,0.669,3.173,2.777,3.52,0.353,3,3,3,3.5,2,2.858,2.113,3.662,0.788,3.707,3.563,4,0.285,4,4,4,4,2,1.693,0.869,2.319,0.752,3.849,3.747,4,0.177,4,4,4,4,3,3.561,2.65,4.27,0.845,3.621,3.437,4,0.357,4,4,4,4,1,2.582,1.714,3.281,0.806,3.772,3.639,4,0.236,4,4,4,4,2,0.14,-0.283,0.563,0.439,3.073,2.654,3.426,0.398,3,3,3,3.333,3,-0.612,-1.286,0.107,0.703,2.37,1.717,3.07,0.668,2,2,3,2.5,2,-2.003,-2.751,-1.147,0.81,0.322,0,0.496,0.317,0,0,0,0,2,0,2,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0.5,-2.271,-2.912,-1.283,0.811,0.394,0.001,0.615,0.362,0,0,0,0,2,-0.658,-1.144,-0.109,0.527,1.26,0.842,1.637,0.397,1,1,1,1,2,-2.649,-3.327,-1.841,0.763,0.233,0,0.368,0.268,0,0,0,0,2,3.02,2.347,3.589,0.653,2.953,2.576,3.335,0.384,3,3,3,3,2,2.501,1.655,3.296,0.841,3.933,3.864,4,0.18,4,4,4,4,2,-0.244,-0.759,0.384,0.581,1.543,1.02,2.04,0.503,2,1,2,1.5,2,1,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,1004,2,1,1.818,8.5,3.929,1.273,5.4,8.429,1,1,1.529,2.529,1,5,5,720
48,1305,13,KKE,0,404,6,34210,614,7.153846263885498,6.92307710647583,7.833333492279053,6.615384578704834,7.769230842590332,3.7272727489471436,5.583333492279053,0.6153846383094788,0.23076923191547394,6.461538314819336,0.38461539149284363,1.923076868057251,3,4.307692527770996,1.692307710647583,4.692307472229004,13,12.6875,7.516971111297607,34210,48,Communist Party of Greece,,KKE,48,"1986-1995, 2010-2014",https://partyfacts.herokuapp.com/data/partycodes/48/,Greece,Third Hellenic Republic (Greek Republic),164,GRC,2019,2019-07-07,1902,NA,NA,2019,0,350,3456,0.59,0.5,0.696,0.927,0.895,0.973,5,15,300,5.3,0,,NA,NA,0,6,3,0.79,0.139,1.578,0.778,2.66,2.512,2.996,0.358,3,3,3,2.2,5,3.637,2.843,4.241,0.711,3.926,3.867,4,0.145,4,4,4,4,5,1.809,1.206,2.28,0.555,3.561,3.354,3.866,0.267,4,4,4,3.4,5,-1.205,-1.79,-0.545,0.629,1.261,0.807,1.81,0.481,1,0,1,1.6,5,0.256,-0.127,0.624,0.394,3.03,2.801,3.262,0.242,3,3,3,3,5,-0.873,-1.439,-0.376,0.547,1.454,0.98,1.863,0.446,1,1,2,2,5,-0.054,-0.552,0.529,0.548,2.86,2.484,3.316,0.423,3,3,3,3,5,1.538,1.171,2.009,0.426,2.75,2.552,2.971,0.21,3,3,3,3,5,-0.061,-0.527,0.42,0.476,1.882,1.681,2.104,0.225,2,2,2,1.8,5,0.776,0.305,1.197,0.458,2.46,2.135,2.763,0.321,2,2,3,2.6,5,2.018,1.265,2.582,0.689,3.914,3.852,4,0.127,4,4,4,4,5,0.585,0.06,1.073,0.52,1.647,1.332,1.95,0.313,2,1,2,1.8,5,1.611,1.14,2.151,0.508,3.38,3.158,3.622,0.225,3,3,4,3.4,5,-3.499,-4.06,-2.965,0.558,0.479,0.206,0.677,0.242,0,0,1,0.2,5,2.02,1.408,2.555,0.576,4.557,4.359,4.9,0.289,5,5,5,4.4,5,-0.486,-1.008,0.152,0.583,1.298,0.773,1.685,0.453,1,0,1,1.6,5,0.2,5,0.2,0.8,0,0,0.2,0,0,0,0.2,0,0,0,0,0.2,0,0,0.6,2.513,1.712,3.061,0.715,3.811,3.696,4,0.208,4,4,4,4,5,2.437,1.87,2.929,0.546,3.631,3.461,3.921,0.247,4,4,4,3.8,5,2.071,1.476,2.501,0.55,3.35,3.086,3.633,0.276,3,3,4,3,5,-0.364,-0.931,0.379,0.668,1.016,0.761,1.316,0.294,1,1,1,1,5,1.864,1.21,2.55,0.691,3.792,3.664,3.996,0.253,4,4,4,3.4,5,-2.636,-3.276,-1.879,0.722,0.099,0,0.177,0.166,0,0,0,0,5,0.6,5,0,0,0.4,0.8,0,0,0.4,0,5,0,0.8,0.2,0,0,0,0,0,0,0,0,0,1,0,404,7.889,6.625,5.429,3.25,9,NA,4.429,NA,NA,NA,NA,NA,3,5,5,365
